Player,Squad,Age,MP,Gls,Ast,PK,PKatt,CrdY,CrdR,Glsp90,Astp90,GnPKp90,xG,npxG,xA,xGp90,xAp90,npxGp90,CmpPct,TotDist,PrgDist,SCmpPct,MCmpPct,LCmpPct,KP,DrbSuccPct,Tkl,TklW,Blocks,Int,Clr,Err,Pos,Sh,SoT,SoTp90
Danny Welbeck,Arsenal,26,28,5,2,0,0,1,0,0.38,0.15,0.38,4.6,4.6,1.1,0.35,0.09,0.35,80.8,4363,613,58.8,84.4,68.6,13,53.1,19,10,26,11,13,0,"FW,MF",32,13,0.98
Nahki Wells,Burnley,27,9,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0.96,0,0.96,85.7,271,14,66.7,86.7,100,0,100,1,0,0,0,0,0,FW,3,1,1.64
Ashley Westwood,Burnley,27,19,0,1,0,0,2,0,0,0.08,0,0.7,0.7,0.7,0.06,0.05,0.06,78.7,10482,2697,60,84.8,69.8,7,50,14,8,22,20,9,0,MF,8,1,0.08
Dean Whitehead,Huddersfield,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,854,179,100,85.7,77.8,0,,1,0,0,2,0,0,MF,0,0,0
Georginio Wijnaldum,Liverpool,26,33,1,2,0,0,1,0,0.04,0.08,0.04,2.4,2.4,1.5,0.09,0.06,0.09,89.2,20318,3500,65.6,91.2,84.9,22,70.8,24,17,31,28,17,0,MF,37,8,0.3
Ashley Williams,Everton,32,24,1,0,0,0,3,1,0.05,0,0.05,0.8,0.8,0.1,0.04,0,0.04,77.6,14170,4266,37.5,85.9,70,2,100,24,14,39,37,127,4,DF,14,3,0.15
Danny Williams,Huddersfield,28,20,0,0,0,0,2,0,0,0,0,0.3,0.3,0.5,0.02,0.04,0.02,74.6,6138,1092,40,83.7,58.5,5,33.3,24,15,17,22,26,0,MF,12,2,0.16
Willian,Chelsea,28,36,6,7,1,1,1,0,0.29,0.33,0.24,4.9,4.1,5.4,0.23,0.26,0.2,74.7,13734,3166,26.8,83.5,58.7,65,58.2,25,19,20,10,7,0,"FW,MF",51,22,1.05
Joe Willock,Arsenal,17,2,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.27,0,0.27,84.8,521,102,,88.9,66.7,0,0,2,0,5,2,1,0,MF,1,0,0
Jack Wilshere,Arsenal,25,20,1,3,0,0,6,0,0.08,0.23,0.08,1,1,2.2,0.08,0.17,0.08,86.4,11579,2812,73.5,91.1,71.6,15,67.5,17,14,13,10,4,0,MF,15,5,0.38
Callum Wilson,Bournemouth,25,28,8,2,0,0,0,0,0.36,0.09,0.36,8.2,8.2,1.6,0.37,0.07,0.37,69.5,4126,841,26.4,76.8,65.9,19,58.1,11,8,20,7,13,0,FW,51,20,0.91
Kevin Wimmer,Stoke City,24,17,0,0,0,0,5,0,0,0,0,0.1,0.1,0.1,0.01,0.01,0.01,77.1,9306,4227,57.1,86.1,63.6,2,33.3,17,11,46,32,50,1,DF,1,0,0
Harry Winks,Tottenham,21,16,0,1,0,0,0,0,0,0.12,0,0.1,0.1,0.6,0.01,0.07,0.01,88.6,10697,2132,50,91.3,84,9,100,13,8,15,10,8,1,MF,3,0,0
Chris Wood,Burnley,25,24,10,1,0,0,1,0,0.55,0.06,0.55,7.1,7.1,0.9,0.39,0.05,0.39,60.7,3425,409,38.1,64.2,57.4,11,50,7,3,17,3,15,0,FW,39,25,1.39
Ben Woodburn,Liverpool,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.5,106,14,50,100,100,0,,0,0,0,0,0,0,MF,0,0,0
Granit Xhaka,Arsenal,24,38,1,7,0,0,10,0,0.03,0.19,0.03,2.1,2.1,3.6,0.06,0.1,0.06,85.4,55537,14756,58.3,90.5,77,42,70.6,65,42,53,38,67,1,MF,67,18,0.5
Claudio Yacob,West Brom,29,16,0,0,0,0,5,0,0,0,0,0.3,0.3,0,0.03,0,0.03,81.9,5985,1432,40,86.7,72.3,1,50,32,20,20,17,24,1,MF,8,1,0.1
DeAndre Yedlin,Newcastle Utd,23,34,0,2,0,0,5,0,0,0.06,0,0.2,0.2,1.9,0.01,0.06,0.01,73.4,16232,7014,36.2,82.9,47.6,21,55,44,18,70,53,72,0,DF,5,0,0
Maya Yoshida,Southampton,28,24,2,0,0,0,3,2,0.09,0,0.09,2.1,2.1,0.4,0.09,0.02,0.09,81.8,19335,6630,11.8,89.5,71.6,5,100,28,19,40,42,83,1,DF,20,4,0.18
Ashley Young,Manchester Utd,31,30,2,4,0,0,7,0,0.07,0.15,0.07,0.7,0.7,3.2,0.03,0.12,0.03,75.3,23274,9434,29.2,86.1,56.1,26,51.2,43,26,43,59,46,2,DF,17,4,0.15
Pablo Zabaleta,West Ham,32,37,0,1,0,0,9,0,0,0.03,0,0.4,0.4,1.2,0.01,0.03,0.01,71.3,19690,9181,29.5,80.9,53.7,18,41.7,88,52,113,72,76,0,"DF,MF",7,1,0.03
Wilfried Zaha,Crystal Palace,24,29,9,3,1,1,5,0,0.32,0.11,0.28,9.5,8.7,5.2,0.34,0.18,0.31,69,7963,2207,32.9,77.6,56.3,49,57.6,30,22,30,6,0,0,FW,65,24,0.85
Davide Zappacosta,Chelsea,25,22,1,1,0,0,0,0,0.08,0.08,0.08,1.5,1.5,1.5,0.13,0.13,0.13,79.1,8190,2416,24.3,87.9,59.3,14,33.3,19,11,26,8,15,0,"DF,MF",25,9,0.74
Marvin Zeegelaar,Watford,26,12,0,1,0,0,4,1,0,0.09,0,0,0,0.6,0,0.06,0,74,6938,3235,24.2,82.6,57.8,7,71.4,22,15,14,21,15,0,"DF,MF",0,0,0
Oleksandr Zinchenko,Manchester City,20,8,0,0,0,0,1,0,0,0,0,0.1,0.1,0.4,0.01,0.07,0.01,91.4,10369,2749,44.4,94.8,80.6,8,,20,8,3,6,7,1,DF,5,2,0.34
Kurt Zouma,Stoke City,22,34,1,0,0,0,1,0,0.03,0,0.03,1.2,1.2,0.8,0.04,0.02,0.04,73.1,18048,7737,29.4,80.2,63.9,7,70.4,50,30,0,64,191,3,DF,20,7,0.22
